carrier_mode,actual_ship,actual_delivery,carrier_posted_service_days,customer_distance,truckload_service_days,all_modes_goal_transit_days,actual_transit_days,otd_designation,load_id_pseudo,carrier_pseudo,origin_zip_3d,dest_zip_3d,ship_dow,ship_week,ship_month,ship_year,lane_zip3_pair,lane_id,distance_bucket
LTL,2023-04-12 20:25:00,2023-04-18 12:32:00,4.0,1430,,4,4,On Time,c8dad3e3af0b,0e32a59c0c8e,750xx,591xx,2,15,4,2023,750xx→591xx,fbed85fe876e,1k-2k
LTL,2023-04-12 20:25:00,2023-04-17 10:41:00,3.0,1408,,3,3,On Time,4a47a14f881e,0e32a59c0c8e,750xx,841xx,2,15,4,2023,750xx→841xx,22a5bad2a7e6,1k-2k
LTL,2023-04-12 20:26:00,2023-04-17 11:44:00,2.0,789,,2,3,Late,e45a71ef8fec,0e32a59c0c8e,750xx,301xx,2,15,4,2023,750xx→301xx,9802ba0383f6,500-1k
LTL,2023-04-12 20:26:00,2023-04-17 10:55:00,2.0,624,,2,3,Late,684af70a5aaf,0e32a59c0c8e,750xx,630xx,2,15,4,2023,750xx→630xx,508360e92ddd,500-1k
LTL,2023-04-12 20:27:00,2023-04-18 12:25:00,4.0,1286,,4,4,On Time,3e8c5df073cb,0e32a59c0c8e,750xx,498xx,2,15,4,2023,750xx→498xx,5ffe630e7534,1k-2k
LTL,2023-04-12 20:27:00,2023-04-17 10:27:00,3.0,1136,,3,3,On Time,edea789e0976,0e32a59c0c8e,750xx,274xx,2,15,4,2023,750xx→274xx,19fde4cdf305,1k-2k
LTL,2023-04-12 20:28:00,2023-04-17 14:51:00,3.0,1430,,3,3,On Time,f0faa5b8d5bc,0e32a59c0c8e,750xx,925xx,2,15,4,2023,750xx→925xx,d1a575750a63,1k-2k
LTL,2023-04-12 20:28:00,2023-04-17 14:19:00,3.0,975,,3,3,On Time,c65995e07ae0,0e32a59c0c8e,750xx,857xx,2,15,4,2023,750xx→857xx,316d5cb5cb70,500-1k
LTL,2023-04-12 20:29:00,2023-04-17 13:42:00,3.0,1330,,3,3,On Time,0eb870be000f,0e32a59c0c8e,750xx,331xx,2,15,4,2023,750xx→331xx,0cc9339fa45f,1k-2k
LTL,2023-04-12 20:29:00,2023-04-17 08:43:00,3.0,1683,,3,3,On Time,430d81fe5f02,0e32a59c0c8e,750xx,121xx,2,15,4,2023,750xx→121xx,4fc8dd53805b,1k-2k
LTL,2023-04-12 20:30:00,2023-04-17 13:23:00,3.0,999,,3,3,On Time,737a9a6a68bd,0e32a59c0c8e,750xx,532xx,2,15,4,2023,750xx→532xx,c3a058c73a07,500-1k
LTL,2023-04-12 20:30:00,2023-04-14 12:23:00,2.0,409,,2,2,On Time,8362fb44a6bb,0e32a59c0c8e,750xx,658xx,2,15,4,2023,750xx→658xx,eabd97c0a2b9,250-500
LTL,2023-04-12 20:31:00,2023-04-19 09:40:00,5.0,1627,,5,5,On Time,cce0651c291b,0e32a59c0c8e,750xx,136xx,2,15,4,2023,750xx→136xx,97b38839a880,1k-2k
LTL,2023-04-12 20:31:00,2023-04-17 13:47:00,3.0,1323,,3,3,On Time,b6a729ca3df7,0e32a59c0c8e,750xx,331xx,2,15,4,2023,750xx→331xx,0cc9339fa45f,1k-2k
LTL,2023-04-12 20:33:00,2023-04-17 10:00:00,3.0,897,,3,3,On Time,7cbd338de276,0e32a59c0c8e,750xx,604xx,2,15,4,2023,750xx→604xx,04d3144bf8d4,500-1k
LTL,2023-04-12 20:34:00,2023-04-17 14:25:00,2.0,655,,2,3,Late,6d8cb7692d55,0e32a59c0c8e,750xx,352xx,2,15,4,2023,750xx→352xx,562c7823a0a6,500-1k
LTL,2023-04-12 20:34:00,2023-04-17 08:55:00,3.0,1044,,3,3,On Time,5787749b3b9c,0e32a59c0c8e,750xx,282xx,2,15,4,2023,750xx→282xx,4a21ca336a3f,1k-2k
LTL,2023-04-12 20:35:00,2023-04-14 14:56:00,1.0,265,,1,2,Late,6675e6388982,0e32a59c0c8e,750xx,770xx,2,15,4,2023,750xx→770xx,18f3becc55c8,250-500
LTL,2023-04-13 00:00:00,2023-04-20 00:00:00,5.0,2140,,5,5,On Time,ae0c81fa9c8b,d29d021b03f6,544xx,958xx,3,15,4,2023,544xx→958xx,281cf67948db,2k+
LTL,2023-04-13 00:00:00,2023-04-19 00:00:00,4.0,1226,,4,4,On Time,f12f7a3952f3,d29d021b03f6,544xx,015xx,3,15,4,2023,544xx→015xx,bd8038cae053,1k-2k
LTL,2023-04-13 00:00:00,2023-04-19 00:00:00,3.0,1045,,3,4,Late,16101948b553,d29d021b03f6,544xx,070xx,3,15,4,2023,544xx→070xx,8ccc70a0d41d,1k-2k
LTL,2023-04-13 00:00:00,2023-04-19 00:00:00,4.0,1269,,4,4,On Time,d1ed2182563f,d29d021b03f6,544xx,018xx,3,15,4,2023,544xx→018xx,72280796c64c,1k-2k
LTL,2023-04-13 00:00:00,2023-04-19 00:00:00,3.0,1081,,3,4,Late,0d204614b345,d29d021b03f6,544xx,750xx,3,15,4,2023,544xx→750xx,6db8e3968ac0,1k-2k
LTL,2023-04-13 00:00:00,2023-04-19 00:00:00,2.0,874,,2,4,Late,8f0eadb9b273,d29d021b03f6,544xx,374xx,3,15,4,2023,WI→TN,26602aab6776,500-1k
LTL,2023-04-13 00:00:00,2023-04-18 00:00:00,4.0,1556,,4,3,Delivered Early,bfd761b4d027,b8e932b33b01,544xx,833xx,3,15,4,2023,WI→ID,ae0a059f5619,1k-2k
LTL,2023-04-13 00:00:00,2023-04-18 00:00:00,2.0,619,,2,3,Late,6523d85b28de,d29d021b03f6,544xx,441xx,3,15,4,2023,544xx→441xx,edda6970a7c9,500-1k
LTL,2023-04-13 00:00:00,2023-04-17 00:00:00,3.0,972,,3,2,Delivered Early,39d65fc6267c,b8e932b33b01,544xx,731xx,3,15,4,2023,544xx→731xx,1a159edd7753,500-1k
LTL,2023-04-13 00:00:00,2023-04-14 00:00:00,1.0,503,,1,1,On Time,bf47e28c7a5e,b8e932b33b01,544xx,474xx,3,15,4,2023,WI→IN,bf17d4b4455b,500-1k
Truckload,2023-04-13 07:33:00,2023-04-14 12:00:00,,475,1.0,1,1,On Time,670eff658d37,49f6a6641e60,966xx,172xx,3,15,4,2023,966xx→172xx,29a362c0d0e8,250-500
Truckload,2023-04-13 12:00:00,2023-04-14 15:00:00,,551,2.0,2,1,Delivered Early,eebdff3a018b,4c2107f5fccf,898xx,814xx,3,15,4,2023,NV→CO,cf473c6bc8ba,500-1k
LTL,2023-04-13 12:45:00,2023-04-17 10:28:00,1.0,241,,1,2,Late,ba45c5255277,0e32a59c0c8e,240xx,172xx,3,15,4,2023,240xx→172xx,186316684343,100-250
LTL,2023-04-13 13:05:00,2023-04-17 11:15:00,2.0,557,,2,2,On Time,b84af8b5aebb,0e32a59c0c8e,630xx,441xx,3,15,4,2023,MO→OH,678ad1ebb4ed,500-1k
LTL,2023-04-13 13:08:00,2023-04-17 09:57:00,2.0,1017,,2,2,On Time,7e225b1c270b,0e32a59c0c8e,010xx,531xx,3,15,4,2023,MA→WI,a1420a9966c5,1k-2k
LTL,2023-04-13 13:12:00,2023-04-17 12:48:00,2.0,885,,2,2,On Time,51f3cdc6d893,b8e932b33b01,441xx,716xx,3,15,4,2023,OH→AR,3646d1965018,500-1k
LTL,2023-04-13 13:23:00,2023-04-18 15:45:00,3.0,832,,3,3,On Time,5964b1911da5,0e32a59c0c8e,898xx,827xx,3,15,4,2023,898xx→827xx,c56e7c7b219d,500-1k
LTL,2023-04-13 13:31:00,2023-04-17 10:55:00,2.0,746,,2,2,On Time,861bf3c4092c,0e32a59c0c8e,172xx,630xx,3,15,4,2023,172xx→630xx,a15022f60fad,500-1k
LTL,2023-04-13 13:32:00,2023-04-24 08:43:00,6.0,2284,,6,7,Late,cb072c452b91,0e32a59c0c8e,172xx,528xx,3,15,4,2023,172xx→528xx,8d9a996dc260,2k+
LTL,2023-04-13 13:32:00,2023-04-20 10:55:00,3.0,772,,3,5,Late,fa59f93c2049,0e32a59c0c8e,172xx,010xx,3,15,4,2023,172xx→010xx,1e7ea4509550,500-1k
LTL,2023-04-13 13:56:00,2023-04-17 14:56:00,2.0,953,,2,2,On Time,5e84d381e60c,0e32a59c0c8e,857xx,750xx,3,15,4,2023,857xx→750xx,987e93264198,500-1k
LTL,2023-04-13 14:18:00,2023-04-19 09:51:00,3.0,972,,3,4,Late,b36745bd612d,d29d021b03f6,544xx,731xx,3,15,4,2023,544xx→731xx,1a159edd7753,500-1k
LTL,2023-04-13 14:18:00,2023-04-19 09:01:00,4.0,2096,,4,4,On Time,3d6289eac7ea,d29d021b03f6,544xx,917xx,3,15,4,2023,WI→CA,c9eef1921db6,2k+
LTL,2023-04-13 14:18:00,2023-04-18 10:17:00,2.0,694,,2,3,Late,2c92c0842934,d29d021b03f6,544xx,658xx,3,15,4,2023,WI→MO,bf49a5f45e89,500-1k
LTL,2023-04-13 14:18:00,2023-04-17 09:55:00,1.0,322,,1,2,Late,989c2943423d,d29d021b03f6,544xx,617xx,3,15,4,2023,WI→IL,8b4c07a22912,250-500
LTL,2023-04-13 14:30:00,2023-04-18 10:53:00,5.0,2143,,5,3,Delivered Early,ac1f4adf5d9e,b8e932b33b01,920xx,544xx,3,15,4,2023,920xx→544xx,b09b8155d229,2k+
LTL,2023-04-13 14:31:00,2023-04-14 12:39:00,1.0,244,,1,1,On Time,13fcee881bb9,0e32a59c0c8e,172xx,241xx,3,15,4,2023,172xx→241xx,007131d2294b,100-250
LTL,2023-04-13 14:46:00,2023-04-17 14:56:00,2.0,989,,2,2,On Time,5920872f0967,0e32a59c0c8e,531xx,750xx,3,15,4,2023,531xx→750xx,694dd155e101,500-1k
LTL,2023-04-13 14:51:00,2023-04-14 12:29:00,1.0,146,,1,1,On Time,3083b8d4b391,cfd59abc9d4b,756xx,750xx,3,15,4,2023,756xx→750xx,bb0b771afbcf,100-250
Truckload,2023-04-13 15:00:00,2023-04-17 08:30:00,,1472,3.0,3,2,Delivered Early,911188778cab,f4c852c35067,750xx,898xx,3,15,4,2023,750xx→898xx,d93723bc9be8,1k-2k
LTL,2023-04-13 15:11:00,2023-04-17 13:33:00,2.0,777,,2,2,On Time,bc75b3fa0c85,ae9d1671f54a,385xx,750xx,3,15,4,2023,385xx→750xx,3eb0b1bba46b,500-1k
LTL,2023-04-13 15:27:00,2023-04-17 14:19:00,2.0,972,,2,2,On Time,0775b17b7638,0e32a59c0c8e,750xx,857xx,3,15,4,2023,750xx→857xx,316d5cb5cb70,500-1k
LTL,2023-04-13 15:35:00,2023-04-17 13:33:00,2.0,518,,2,2,On Time,49fc46aed3a2,ae9d1671f54a,544xx,633xx,3,15,4,2023,WI→MO,bf49a5f45e89,500-1k
LTL,2023-04-13 15:57:00,2023-04-19 12:34:00,1.0,153,,1,4,Late,c58055d5f486,0e32a59c0c8e,532xx,613xx,3,15,4,2023,WI→IL,8b4c07a22912,100-250
LTL,2023-04-13 15:57:00,2023-04-18 13:16:00,1.0,413,,1,3,Late,c4967a3a789e,0e32a59c0c8e,532xx,563xx,3,15,4,2023,532xx→563xx,ee353f603c17,250-500
LTL,2023-04-13 16:39:00,2023-04-17 10:36:00,2.0,611,,2,2,On Time,5048d8f08dfd,0e32a59c0c8e,441xx,307xx,3,15,4,2023,441xx→307xx,593d9355a6f8,500-1k
LTL,2023-04-13 16:39:00,2023-04-14 11:55:00,1.0,349,,1,1,On Time,288752ccf060,0e32a59c0c8e,441xx,402xx,3,15,4,2023,441xx→402xx,7771d6d9785a,250-500
LTL,2023-04-13 16:40:00,2023-04-18 11:50:00,3.0,1204,,3,3,On Time,80f2a6c0d1bf,0e32a59c0c8e,441xx,760xx,3,15,4,2023,441xx→760xx,a9a60716b474,1k-2k
LTL,2023-04-13 16:40:00,2023-04-18 11:49:00,3.0,1204,,3,3,On Time,d07f3688599a,0e32a59c0c8e,441xx,760xx,3,15,4,2023,441xx→760xx,a9a60716b474,1k-2k
LTL,2023-04-13 16:41:00,2023-04-18 14:44:00,2.0,485,,2,3,Late,82a92f82a9eb,0e32a59c0c8e,441xx,238xx,3,15,4,2023,441xx→238xx,a7cb0439eb25,250-500
LTL,2023-04-13 16:41:00,2023-04-17 09:38:00,2.0,309,,2,2,On Time,3a33620bd440,0e32a59c0c8e,441xx,226xx,3,15,4,2023,441xx→226xx,120b875371b5,250-500
LTL,2023-04-13 16:41:00,2023-04-14 12:18:00,1.0,256,,1,1,On Time,1cf5487231d1,0e32a59c0c8e,441xx,251xx,3,15,4,2023,OH→WV,ffb17a5dd6ae,250-500
LTL,2023-04-13 16:42:00,2023-04-18 10:09:00,3.0,955,,3,3,On Time,f6f77de2b444,0e32a59c0c8e,441xx,749xx,3,15,4,2023,OH→OK,cd2c23335cb3,500-1k
LTL,2023-04-13 16:42:00,2023-04-17 11:16:00,2.0,610,,2,2,On Time,1f94991ddd03,0e32a59c0c8e,441xx,374xx,3,15,4,2023,441xx→374xx,c6b526552eeb,500-1k
LTL,2023-04-13 16:42:00,2023-04-17 09:57:00,2.0,434,,2,2,On Time,c3623f9bcfd4,0e32a59c0c8e,441xx,081xx,3,15,4,2023,OH→NJ,0551bcbe663f,250-500
LTL,2023-04-13 16:43:00,2023-04-18 13:01:00,5.0,2420,,5,3,Delivered Early,dfbacf53209f,0e32a59c0c8e,441xx,982xx,3,15,4,2023,441xx→982xx,da84a2b7c769,2k+
LTL,2023-04-13 16:43:00,2023-04-17 13:01:00,2.0,746,,2,2,On Time,d8af27585272,0e32a59c0c8e,441xx,350xx,3,15,4,2023,441xx→350xx,08c5fdde06ba,500-1k
LTL,2023-04-13 16:44:00,2023-04-19 12:32:00,4.0,1461,,4,4,On Time,8b184a4503f3,0e32a59c0c8e,441xx,782xx,3,15,4,2023,441xx→782xx,290680ee715d,1k-2k
LTL,2023-04-13 16:44:00,2023-04-18 14:48:00,2.0,363,,2,3,Late,9d4878366e0c,0e32a59c0c8e,441xx,212xx,3,15,4,2023,441xx→212xx,4c0af4c082d8,250-500
LTL,2023-04-13 16:44:00,2023-04-17 10:11:00,2.0,704,,2,2,On Time,26ffae6e32e7,0e32a59c0c8e,441xx,305xx,3,15,4,2023,441xx→305xx,0659593b2dd7,500-1k
LTL,2023-04-13 16:45:00,2023-04-18 11:54:00,2.0,646,,2,3,Late,85a0b1abf84f,0e32a59c0c8e,441xx,021xx,3,15,4,2023,441xx→021xx,9f4f57bfe603,500-1k
LTL,2023-04-13 16:45:00,2023-04-17 14:22:00,2.0,651,,2,2,On Time,817e9b2eaf9b,0e32a59c0c8e,441xx,020xx,3,15,4,2023,441xx→020xx,bce3f37d9992,500-1k
LTL,2023-04-13 16:45:00,2023-04-14 13:53:00,1.0,141,,1,1,On Time,8fe6480a9a7a,0e32a59c0c8e,441xx,151xx,3,15,4,2023,OH→PA,f8168e898540,100-250
LTL,2023-04-13 16:46:00,2023-04-17 12:04:00,2.0,704,,2,2,On Time,107128335ced,0e32a59c0c8e,441xx,306xx,3,15,4,2023,OH→GA,55e054266707,500-1k
LTL,2023-04-13 16:46:00,2023-04-17 11:18:00,1.0,154,,1,2,Late,06afdc80efd6,d29d021b03f6,765xx,750xx,3,15,4,2023,765xx→750xx,45b1a5be6ac0,100-250
LTL,2023-04-13 16:46:00,2023-04-17 09:57:00,2.0,538,,2,2,On Time,0b8002befbc1,0e32a59c0c8e,441xx,370xx,3,15,4,2023,441xx→370xx,fc2f98c6b522,500-1k
LTL,2023-04-13 16:46:00,2023-04-17 08:52:00,2.0,388,,2,2,On Time,b9459be63be8,0e32a59c0c8e,441xx,210xx,3,15,4,2023,441xx→210xx,3766c81e7299,250-500
LTL,2023-04-13 16:47:00,2023-04-17 14:31:00,2.0,608,,2,2,On Time,b051a3b6e151,0e32a59c0c8e,441xx,030xx,3,15,4,2023,441xx→030xx,390bff0cff51,500-1k
LTL,2023-04-13 16:47:00,2023-04-17 14:19:00,4.0,1293,,4,2,Delivered Early,0f4c5a25b579,0e32a59c0c8e,827xx,857xx,3,15,4,2023,827xx→857xx,91535febbb8b,1k-2k
LTL,2023-04-13 16:47:00,2023-04-17 13:21:00,2.0,538,,2,2,On Time,afb1674875c2,0e32a59c0c8e,441xx,370xx,3,15,4,2023,441xx→370xx,fc2f98c6b522,500-1k
LTL,2023-04-13 16:47:00,2023-04-17 12:47:00,2.0,698,,2,2,On Time,ea7c20e6c3fc,0e32a59c0c8e,441xx,284xx,3,15,4,2023,OH→NC,4e507ade1143,500-1k
LTL,2023-04-13 16:48:00,2023-04-19 13:33:00,4.0,1461,,4,4,On Time,9b454106a730,0e32a59c0c8e,441xx,782xx,3,15,4,2023,441xx→782xx,290680ee715d,1k-2k
LTL,2023-04-13 17:02:00,2023-04-17 11:15:00,2.0,648,,2,2,On Time,1e9f2f446c35,0e32a59c0c8e,544xx,441xx,3,15,4,2023,544xx→441xx,edda6970a7c9,500-1k
LTL,2023-04-13 17:02:00,2023-04-14 17:46:00,1.0,257,,1,1,On Time,301be0342b32,0e32a59c0c8e,925xx,890xx,3,15,4,2023,925xx→890xx,840f4c6c1c9e,250-500
LTL,2023-04-13 17:03:00,2023-04-19 13:12:00,4.0,2034,,4,4,On Time,1a250304bf84,0e32a59c0c8e,925xx,352xx,3,15,4,2023,WE→SO,cf0240637fd5,2k+
LTL,2023-04-13 17:05:00,2023-04-14 19:12:00,1.0,514,,1,1,On Time,11cf509ab16a,0e32a59c0c8e,925xx,954xx,3,15,4,2023,CA→CA,1d5881ad7f60,500-1k
LTL,2023-04-13 17:10:00,2023-04-18 12:20:00,3.0,1098,,3,3,On Time,6d5d00ee4b2a,ae9d1671f54a,240xx,750xx,3,15,4,2023,240xx→750xx,43ccaa9b396b,1k-2k
LTL,2023-04-13 17:22:00,2023-04-18 15:14:00,2.0,578,,2,3,Late,8712145fde2c,0e32a59c0c8e,857xx,931xx,3,15,4,2023,AZ→CA,5f544921eaf9,500-1k
LTL,2023-04-13 17:23:00,2023-04-17 13:57:00,3.0,1049,,3,2,Delivered Early,ad51fe45df61,0e32a59c0c8e,727xx,172xx,3,15,4,2023,727xx→172xx,058457a86928,1k-2k
LTL,2023-04-13 17:35:00,2023-04-18 13:04:00,3.0,1438,,3,3,On Time,1c500ce1d82c,0e32a59c0c8e,841xx,532xx,3,15,4,2023,WE→MW,2dbc7e8cfb09,1k-2k
LTL,2023-04-13 17:44:00,2023-04-14 10:16:00,1.0,227,,1,1,On Time,d0a5d250750c,0e32a59c0c8e,172xx,188xx,3,15,4,2023,PA→PA,331a788ed75f,100-250
LTL,2023-04-13 17:45:00,2023-04-18 12:01:00,4.0,2005,,4,3,Delivered Early,84db4145b5b4,0e32a59c0c8e,172xx,841xx,3,15,4,2023,172xx→841xx,0e8a611999fa,2k+
LTL,2023-04-13 17:46:00,2023-04-17 16:38:00,4.0,2284,,4,2,Delivered Early,3898070e20ba,0e32a59c0c8e,172xx,857xx,3,15,4,2023,172xx→857xx,7b7eb01d1dec,2k+
LTL,2023-04-13 17:47:00,2023-04-17 12:34:00,1.0,266,,1,2,Late,c49af9aee563,0e32a59c0c8e,172xx,437xx,3,15,4,2023,172xx→437xx,d533f2248b86,250-500
LTL,2023-04-13 17:48:00,2023-04-17 13:37:00,3.0,445,,3,2,Delivered Early,dfdff56fb602,0e32a59c0c8e,172xx,416xx,3,15,4,2023,172xx→416xx,3d3f0a0d6235,250-500
LTL,2023-04-13 17:48:00,2023-04-14 10:44:00,1.0,112,,1,1,On Time,e7a431701dba,0e32a59c0c8e,172xx,175xx,3,15,4,2023,172xx→175xx,0b1814b9c648,100-250
LTL,2023-04-13 17:49:00,2023-04-19 11:59:00,3.0,576,,3,4,Late,19aae9f0a249,0e32a59c0c8e,172xx,054xx,3,15,4,2023,PA→VT,580066d54e48,500-1k
LTL,2023-04-13 17:50:00,2023-04-18 12:25:00,3.0,319,,3,3,On Time,04757b56ec92,0e32a59c0c8e,172xx,250xx,3,15,4,2023,PA→WV,5383ecfd01a7,250-500
LTL,2023-04-13 17:51:00,2023-04-17 10:55:00,2.0,760,,2,2,On Time,ac03c2db38ac,0e32a59c0c8e,172xx,630xx,3,15,4,2023,172xx→630xx,a15022f60fad,500-1k
LTL,2023-04-13 17:51:00,2023-04-17 09:07:00,2.0,662,,2,2,On Time,a29a1ea6877b,0e32a59c0c8e,172xx,300xx,3,15,4,2023,172xx→300xx,57bdbf6081be,500-1k
LTL,2023-04-13 17:52:00,2023-04-18 12:32:00,4.0,1876,,4,3,Delivered Early,ba327558b654,0e32a59c0c8e,172xx,591xx,3,15,4,2023,172xx→591xx,bccaba78bf1d,1k-2k
LTL,2023-04-13 17:53:00,2023-04-17 16:15:00,2.0,662,,2,2,On Time,bc7964c5bea0,0e32a59c0c8e,172xx,476xx,3,15,4,2023,172xx→476xx,ea85d9d5f398,500-1k
LTL,2023-04-13 17:53:00,2023-04-17 11:36:00,2.0,478,,2,2,On Time,5d178aacc57b,0e32a59c0c8e,172xx,032xx,3,15,4,2023,172xx→032xx,5fc7a6456a39,250-500
LTL,2023-04-13 17:54:00,2023-04-18 11:50:00,3.0,853,,3,3,On Time,5e67c1f24759,0e32a59c0c8e,172xx,524xx,3,15,4,2023,172xx→524xx,af86922cc6b1,500-1k
LTL,2023-04-13 17:55:00,2023-04-14 12:51:00,1.0,102,,1,1,On Time,6143ec4f13b5,0e32a59c0c8e,172xx,207xx,3,15,4,2023,172xx→207xx,3a2afa7f85e2,100-250
LTL,2023-04-13 17:56:00,2023-04-18 12:23:00,3.0,1391,,3,3,On Time,8221e7f7347c,0e32a59c0c8e,172xx,760xx,3,15,4,2023,172xx→760xx,9fa18a04429b,1k-2k
LTL,2023-04-13 18:05:00,2023-04-21 10:02:00,4.0,1627,,4,6,Late,c159c47ee324,0e32a59c0c8e,750xx,136xx,3,15,4,2023,750xx→136xx,97b38839a880,1k-2k
LTL,2023-04-13 18:05:00,2023-04-19 10:59:00,4.0,1710,,4,4,On Time,eb498fbdc2c4,0e32a59c0c8e,750xx,010xx,3,15,4,2023,750xx→010xx,a935aa4c7db8,1k-2k
LTL,2023-04-13 18:05:00,2023-04-19 09:25:00,4.0,1683,,4,4,On Time,a9e307c350b7,0e32a59c0c8e,750xx,121xx,3,15,4,2023,750xx→121xx,4fc8dd53805b,1k-2k
LTL,2023-04-13 18:05:00,2023-04-18 15:57:00,3.0,1295,,3,3,On Time,f1ccb5cc3c0e,0e32a59c0c8e,750xx,890xx,3,15,4,2023,750xx→890xx,912b247a9f8b,1k-2k
LTL,2023-04-13 18:05:00,2023-04-18 15:52:00,3.0,1218,,3,3,On Time,3face13bae57,0e32a59c0c8e,750xx,827xx,3,15,4,2023,750xx→827xx,2fa8f85b69a2,1k-2k
LTL,2023-04-13 18:05:00,2023-04-18 15:05:00,3.0,1126,,3,3,On Time,0d1da272ed87,0e32a59c0c8e,750xx,557xx,3,15,4,2023,750xx→557xx,9e81597dfef0,1k-2k
LTL,2023-04-13 18:05:00,2023-04-18 13:37:00,3.0,1330,,3,3,On Time,fd94bd27e54a,0e32a59c0c8e,750xx,331xx,3,15,4,2023,750xx→331xx,0cc9339fa45f,1k-2k
LTL,2023-04-13 18:05:00,2023-04-18 13:13:00,5.0,1578,,5,3,Delivered Early,89660c1ffab0,0e32a59c0c8e,750xx,894xx,3,15,4,2023,750xx→894xx,b2af4ca418c9,1k-2k
LTL,2023-04-13 18:05:00,2023-04-18 12:32:00,3.0,1430,,3,3,On Time,a7bd74f2cc98,0e32a59c0c8e,750xx,591xx,3,15,4,2023,750xx→591xx,fbed85fe876e,1k-2k
LTL,2023-04-13 18:05:00,2023-04-18 12:07:00,3.0,763,,3,3,On Time,08a515689d15,0e32a59c0c8e,750xx,477xx,3,15,4,2023,750xx→477xx,ec2db39aace2,500-1k
LTL,2023-04-13 18:05:00,2023-04-18 11:50:00,3.0,815,,3,3,On Time,6a02ffe566a0,0e32a59c0c8e,750xx,524xx,3,15,4,2023,750xx→524xx,6a4a79855ca4,500-1k
LTL,2023-04-13 18:05:00,2023-04-18 11:39:00,3.0,1389,,3,3,On Time,aefa3b88d3fc,0e32a59c0c8e,750xx,171xx,3,15,4,2023,750xx→171xx,7d97bd9a7e41,1k-2k
LTL,2023-04-13 18:05:00,2023-04-18 10:10:00,3.0,981,,3,3,On Time,dc6750220834,0e32a59c0c8e,750xx,546xx,3,15,4,2023,750xx→546xx,03827e465823,500-1k
LTL,2023-04-13 18:05:00,2023-04-17 14:22:00,3.0,1330,,3,2,Delivered Early,9e8fa29bdf72,0e32a59c0c8e,750xx,331xx,3,15,4,2023,750xx→331xx,0cc9339fa45f,1k-2k
LTL,2023-04-13 18:05:00,2023-04-17 13:43:00,6.0,1723,,6,2,Delivered Early,0392512bb042,0e32a59c0c8e,750xx,894xx,3,15,4,2023,750xx→894xx,b2af4ca418c9,1k-2k
LTL,2023-04-13 18:05:00,2023-04-17 13:37:00,3.0,981,,3,2,Delivered Early,59cd3edbc56f,0e32a59c0c8e,750xx,416xx,3,15,4,2023,750xx→416xx,d51f3f996d1a,500-1k
LTL,2023-04-13 18:05:00,2023-04-17 13:05:00,3.0,1173,,3,2,Delivered Early,d65cc4494e57,0e32a59c0c8e,750xx,845xx,3,15,4,2023,750xx→845xx,2f30f23500ee,1k-2k
LTL,2023-04-13 18:05:00,2023-04-17 12:16:00,3.0,1638,,3,2,Delivered Early,cb5290fc6fa2,0e32a59c0c8e,750xx,898xx,3,15,4,2023,750xx→898xx,d93723bc9be8,1k-2k
LTL,2023-04-13 18:05:00,2023-04-17 11:59:00,1.0,210,,1,2,Late,efd188749179,0e32a59c0c8e,750xx,786xx,3,15,4,2023,750xx→786xx,1fbad45c0c42,100-250
LTL,2023-04-13 18:05:00,2023-04-17 11:15:00,2.0,849,,2,2,On Time,490f9236e5b6,0e32a59c0c8e,750xx,379xx,3,15,4,2023,750xx→379xx,966bb029a946,500-1k
LTL,2023-04-13 18:05:00,2023-04-17 10:56:00,2.0,624,,2,2,On Time,2519be492127,0e32a59c0c8e,750xx,630xx,3,15,4,2023,750xx→630xx,508360e92ddd,500-1k
LTL,2023-04-13 18:05:00,2023-04-17 10:53:00,2.0,840,,2,2,On Time,968161fe9538,0e32a59c0c8e,750xx,571xx,3,15,4,2023,750xx→571xx,05f28402751e,500-1k
LTL,2023-04-13 18:05:00,2023-04-17 10:44:00,2.0,1032,,2,2,On Time,5b77048c6ae6,0e32a59c0c8e,750xx,253xx,3,15,4,2023,750xx→253xx,25655894d92e,1k-2k
LTL,2023-04-13 18:05:00,2023-04-17 10:41:00,2.0,1408,,2,2,On Time,bae91079e33a,0e32a59c0c8e,750xx,841xx,3,15,4,2023,750xx→841xx,22a5bad2a7e6,1k-2k
LTL,2023-04-13 18:05:00,2023-04-14 16:58:00,1.0,658,,1,1,On Time,84de7c973d2d,0e32a59c0c8e,750xx,799xx,3,15,4,2023,750xx→799xx,30f2f9812b4f,500-1k
LTL,2023-04-13 18:05:00,2023-04-14 14:39:00,1.0,658,,1,1,On Time,c35ea5212697,0e32a59c0c8e,750xx,799xx,3,15,4,2023,750xx→799xx,30f2f9812b4f,500-1k
LTL,2023-04-13 18:36:00,2023-04-17 11:15:00,2.0,619,,2,2,On Time,4514e67e0528,0e32a59c0c8e,544xx,441xx,3,15,4,2023,544xx→441xx,edda6970a7c9,500-1k
LTL,2023-04-14 00:00:00,2023-04-19 00:00:00,5.0,1869,,5,3,Delivered Early,d62540e09c9b,b8e932b33b01,544xx,983xx,4,15,4,2023,WI→WA,4adc99f34dd1,1k-2k
LTL,2023-04-14 08:00:00,2023-04-18 12:16:00,2.0,437,,2,2,On Time,e1b8867d25dc,b3e6702bc7d2,240xx,301xx,4,15,4,2023,240xx→301xx,c37a17be8ca3,250-500
